Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
61099380,一级律师 (First-Class Lawyer),Mu Su Li,"Li, Mu Su",木苏里,"=""""","=""""",0,4.44,晋江文学城,Webnovel,1800,2018,,,2024/04/22,to-read,to-read (#839),to-read,,,,0,0
75597699,Burned Out,Dean Mafako,"Mafako, Dean",,"=""1667879200""","=""9781667879208""",0,4.30,BookBaby,Paperback,526,2023,2023,,2024/04/22,to-read,to-read (#838),to-read,,,,0,0
56426048,Feathers of Snow (Kingdom of Birds and Beasts #1),Alice Ivinya,"Ivinya, Alice",,"=""""","=""""",0,4.26,,Kindle Edition,304,2021,,,2024/04/22,to-read,to-read (#837),to-read,,,,0,0
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""""","=""""",0,4.14,Voyager,Paperback,278,2003,1974,,2024/04/21,to-read,to-read (#836),to-read,,,,0,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.30,Penguin Classics,Paperback,1276,2003,1844,,2024/04/21,to-read,to-read (#835),to-read,,,,0,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""""","=""""",0,4.10,Ballantine Books,Kindle Edition,466,2012,1990,,2024/04/21,to-read,to-read (#834),to-read,,,,0,0
10644930,11/22/63,Stephen King,"King, Stephen",,"=""1451627289""","=""9781451627282""",0,4.34,Scribner,Hardcover,849,2011,2011,,2024/04/21,to-read,to-read (#833),to-read,,,,0,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.33,Ecco,Paperback,408,2012,2011,,2024/04/21,to-read,to-read (#832),to-read,,,,0,0
50,"Hatchet (Brian's Saga, #1)",Gary Paulsen,"Paulsen, Gary",,"=""0689840926""","=""9780689840920""",0,3.78,Atheneum Books for Young Readers: Richard Jackson Books,Hardcover,208,2000,1987,,2024/04/21,to-read,to-read (#831),to-read,,,,0,0
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,"Satrapi, Marjane",Mattias Ripa,"=""037571457X""","=""9780375714573""",0,4.26,Pantheon,Paperback,153,2004,2003,,2024/04/21,to-read,to-read (#830),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.24,"Little, Brown and Company",Hardcover,393,2018,2018,,2024/04/21,to-read,to-read (#829),to-read,,,,0,0
180357146,The Covenant of Water,Abraham   Verghese,"Verghese, Abraham",,"=""0802162177""","=""9780802162175""",0,4.46,Grove Press,Hardcover,724,2023,2023,,2024/04/21,to-read,to-read (#828),to-read,,,,0,0
60200693,Is Love the Answer?,Uta Isaki,"Isaki, Uta",,"=""1646516494""","=""9781646516490""",0,4.25,Kodansha Comics,Paperback,258,2023,2021,,2024/04/21,to-read,to-read (#827),to-read,,,,0,0
5821978,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,"Han, Jenny",,"=""1416968237""","=""9781416968238""",0,3.76,Simon & Schuster Books for Young Readers,Hardcover,276,2009,2009,,2024/04/19,to-read,to-read (#826),to-read,,,,0,0
123727404,"Fall of the Horizon (Dusk and Dawn, #1)",Jessica J. Ayala,"Ayala, Jessica J.",,"=""""","=""9798986431826""",0,4.38,Jessica J. Ayala,Paperback,578,2024,,,2024/04/19,to-read,to-read (#825),to-read,,,,0,0
52510575,泾渭情殇 [Jīng Wèi Qíng Shāng],Qing Jun Mo Xiao,"Xiao, Qing Jun Mo",请君莫笑,"=""""","=""""",0,4.61,jjwxc,Webnovel,3909,2018,2018,,2024/04/19,to-read,to-read (#824),to-read,,,,0,0
51171377,"Axiom's End (Noumena, #1)",Lindsay  Ellis,"Ellis, Lindsay",,"=""1250256739""","=""9781250256737""",0,3.72,St. Martin's Press,Hardcover,384,2020,2020,,2024/04/19,to-read,to-read (#823),to-read,,,,0,0
23995249,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,"Wulf, Andrea",,"=""038535066X""","=""9780385350662""",0,4.31,Knopf,Hardcover,473,2015,2015,,2024/04/19,to-read,to-read (#822),to-read,,,,0,0
55241928,Fake Slackers [伪学渣装],木瓜黄,"木瓜黄, 木瓜黄",Mu Gua Huang,"=""""","=""""",0,4.42,jjwxc,,760,2017,2017,,2024/04/19,to-read,to-read (#821),to-read,,,,0,0
64414866,An Education in Malice,S.T. Gibson,"Gibson, S.T.",,"=""0356519325""","=""9780356519326""",0,3.63,Orbit,Hardcover,352,2024,2024,,2024/04/19,to-read,to-read (#820),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.04,Penguin Press,Hardcover,246,2019,2019,,2024/04/19,to-read,to-read (#819),to-read,,,,0,0
61246394,"Trial of the Sun Queen (Artefacts of Ouranos, #1)",Nisha J. Tuli,"Tuli, Nisha J.",,"=""""","=""9781778126963""",4,3.90,,Paperback,400,2022,2023,2024/04/15,2022/12/08,,,read,"Honestly, kind of simple. But I had fun! And that's what matters to me.<br/><br/>This is pretty much a <spoiler>copy-paste of the romantic plot</spoiler> in ACOTAR. But I LOOVE a good <spoiler>bait and switch</spoiler> romance, so I was really happy with that. Of course, the world building and the personalities of every character except the MC were pretty flimsy, but not so flimsy that I didn't enjoy reading this book. It was kind of obvious what was going to happen and what exactly the plot twists were going to be, but I wanted them to happen so I was still satisfied. The relationship with the MC and the main love interest feels so bland and shallow <spoiler>that it's kind of obvious that he's going to be a dick</spoiler>. But I still liked that we could see a realistic progression of the <spoiler>reveal of his personality</spoiler>.<br/><br/>As for the MC, these types of books usually have idiotic, naive, and childish girls for their main characters (which I very much hate), so I was surprised to see that that wasn't FULLY true in this one (more in the next paragraph). Sure, she's brash and impulsive, but she didn't appear to constantly make idiotic decisions since her reactions seemed realistic for her situation. Her previous life in a prison creates personality traits that usually make sense. (At least she doesn't act like she's 15.)<br/><br/>There was one pretty big issue I did have, though. One thing that never works for me is when the main character knows information the audience doesn't know that is pertinent to the story...... AND it's narrated in first person? You're telling me she never thinks about the fact that <spoiler>she's descended from the Heart Queen</spoiler> is related to the fact that she got stolen? EVER? And the audience doesn't even find out until the end because the author has decided that NOW we're going to have the MC start thinking about it. Which is nonsense. And, now that I'm thinking about it, it decreases my opinion about her intelligence. (I also found out she's like 5 years older than I thought she was, so...? Why is she more childish? Even more skeptical.)<br/><br/>Maybe my expectations have almost hit the ground for this genre, but whatever. Overall, this book didn't blow my mind, but I still enjoyed reading (most of) it! Honestly, that last bit in my last paragraph is really what's making me drop my review. 3.5 stars.",,,1,0
60301701,Helpmeet,Naben Ruthnum,"Ruthnum, Naben",,"=""1988964385""","=""9781988964386""",4,3.43,Undertow Publications,Paperback,94,2022,2022,2024/04/18,2023/09/27,,,read,"This was a strange but interesting little book. I was actually surprised to find that this was actually pretty good, considering I was mostly bored by the first quarter to half of the book, plot-wise. But it really picked up afterwards in explaining what was going on, though I do think the <spoiler>strange flower creature</spoiler> came a little out of left field. I LOVED the ending because I love the intricacies of writing/reading a character <spoiler>that used to be two characters</spoiler>, and I liked that we did <spoiler>get kind of a happy ending</spoiler>. The ending was extremely unique and it did not at all go where I was expecting. Moreover, I really loved the rich and unique descriptions for practically everything in this book. It really fleshed out the beginning, which was otherwise a bit slow. I was originally going to give this 3 or 3.5 stars because I was 'meh' in the first half, but the second half (and its fast pace) really got me excited. 4 stars!",,,1,0
133286777,The Familiar,Leigh Bardugo,"Bardugo, Leigh",,"=""125088425X""","=""9781250884251""",0,3.93,Flatiron Books,Hardcover,387,2024,2024,,2024/04/18,to-read,to-read (#818),to-read,,,,0,0
176443264,The Age of Magical Overthinking: Notes on Modern Irrationality,Amanda Montell,"Montell, Amanda",,"=""1668007975""","=""9781668007976""",0,3.67,Atria/One Signal Publishers,Hardcover,272,2024,2024,,2024/04/17,to-read,to-read (#817),to-read,,,,0,0
27712,The Neverending Story,Michael Ende,"Ende, Michael",Ralph Manheim,"=""0525457585""","=""9780525457589""",0,4.18,Dutton Children's Books,Hardcover,396,1997,1979,,2024/04/17,to-read,to-read (#816),to-read,,,,0,0
181110014,Icarus,K. Ancrum,"Ancrum, K.",,"=""0063285789""","=""9780063285781""",0,4.17,HarperTeen,Hardcover,382,2024,2024,,2024/04/17,to-read,to-read (#815),to-read,,,,0,0
209559366,"Demon (Archive of the God Eater, #1)",Rob J. Hayes,"Hayes, Rob J.",,"=""""","=""""",0,4.34,,Kindle Edition,200,2024,2024,,2024/04/17,to-read,to-read (#814),to-read,,,,0,0
200555182,"The Ornithologist's Field Guide to Love (Love's Academic, #1)",India Holton,"Holton, India",,"=""0593547284""","=""9780593547281""",0,4.48,Berkley,Paperback,384,2024,2024,,2024/04/16,to-read,to-read (#813),to-read,,,,0,0
17824877,Warriors Don't Cry,Melba Pattillo Beals,"Beals, Melba Pattillo",,"=""""","=""""",5,4.17,Simon Pulse,Paperback,226,1995,1994,,2024/04/16,,,read,,,,0,0
74045390,"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,"Asher, Lauren",,"=""1737507714""","=""9781737507710""",0,3.85,Lauren Asher,Paperback,448,2022,2021,,2024/04/15,to-read,to-read (#812),to-read,,,,0,0
14578407,Penpal,Dathan Auerbach,"Auerbach, Dathan",,"=""098554550X""","=""9780985545505""",0,3.85,1000Vultures,Paperback,243,2012,2012,,2024/04/14,to-read,to-read (#811),to-read,,,,0,0
122765706,The One That Got Away with Murder,Trish Lundy,"Lundy, Trish",,"=""""","=""""",0,3.82,Henry Holt and Co. (BYR),Kindle Edition,382,2024,2024,,2024/04/14,to-read,to-read (#810),to-read,,,,0,0
43728639,"Untitled (Empire of the Vampire, #3)",Jay Kristoff,"Kristoff, Jay",,"=""""","=""""",0,4.09,,,,,,,2024/04/14,to-read,to-read (#809),to-read,,,,0,0
26114463,"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,"Kristoff, Jay",,"=""1250073022""","=""9781250073020""",0,4.23,St. Martin's Press,Hardcover,427,2016,2016,,2024/04/14,to-read,to-read (#808),to-read,,,,0,0
127283758,Empire of the Damned (Empire of the Vampire #2),Jay Kristoff,"Kristoff, Jay",Bon Orthwick,"=""1250245346""","=""9781250245342""",5,4.62,St. Martin's Press,ebook,752,2024,2024,2024/04/14,2022/02/17,,,read,"NOOOO THAT ENDING??? I NEED BOOK 3 ASAPPPP AAAAAAAA<br/><br/>Also a really good book for everything else ofccc, 4.75 stars!",,,1,0
13202085,What the Robin Knows: How Birds Reveal the Secrets of the Natural World,Jon Young,"Young, Jon",,"=""0547451253""","=""9780547451251""",0,4.10,Houghton Mifflin Harcourt,Hardcover,241,2012,2012,,2024/04/13,to-read,to-read (#807),to-read,,,,0,0
158649729,All in Her Head: The Truth and Lies Early Medicine Taught Us About Women's Bodies and Why It Matters Today,Elizabeth Comen,"Comen, Elizabeth",,"=""0063293013""","=""9780063293014""",0,4.47,Harper Wave,Hardcover,368,2024,2024,,2024/04/12,to-read,to-read (#806),to-read,,,,0,0
624825,Alma Mater: Design and Experience in the Women's Colleges from Their Nineteenth Century Beginnings to the 1930s,Helen Lefkowitz Horowitz,"Horowitz, Helen Lefkowitz",,"=""0870238698""","=""9780870238697""",0,4.06,University of Massachusetts Press,Paperback,448,1993,1984,,2024/04/12,to-read,to-read (#805),to-read,,,,0,0
208850361,Confined,Christine Bartholio,"Bartholio, Christine",,"=""""","=""9798990115507""",0,4.50,Christine Bartholio,Paperback,411,2024,,,2024/04/10,to-read,to-read (#804),to-read,,,,0,0
43532531,"Take It Back (Zara Kaleel, #1)",Kia Abdullah,"Abdullah, Kia",,"=""0008314675""","=""9780008314675""",0,3.95,HarperCollins Publishers ,Hardcover,384,2019,2019,,2024/04/10,to-read,to-read (#803),to-read,,,,0,0
44000543,The Country Will Bring Us No Peace,Matthieu Simard,"Simard, Matthieu",Pablo Strauss,"=""1552453936""","=""9781552453933""",0,3.67,Coach House Books,Paperback,128,2019,2017,,2024/04/10,to-read,to-read (#802),to-read,,,,0,0
199927764,Navola,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0593535057""","=""9780593535059""",0,3.85,Knopf,Hardcover,576,2024,2024,,2024/04/09,to-read,to-read (#801),to-read,,,,0,0
57340678,Trust the Plan: The Rise of QAnon and the Conspiracy That Unhinged America,William Sommer,"Sommer, William",,"=""0063114488""","=""9780063114487""",0,4.10,Harper,Hardcover,260,2023,2023,,2024/04/07,to-read,to-read (#800),to-read,,,,0,0
391661,The Men with the Pink Triangle: The True Life-and-Death Story of Homosexuals in the Nazi Death Camps,Heinz Heger,"Heger, Heinz","David Fernbach, Klaus Muller","=""1555830064""","=""9781555830069""",0,4.33,Alyson Books,Paperback,120,1994,1972,,2023/10/01,"to-read, up-next","to-read (#468), up-next (#11)",to-read,,,,0,0
60784308,The Crane Husband,Kelly Barnhill,"Barnhill, Kelly",,"=""1250850975""","=""9781250850973""",0,3.89,Tordotcom,Hardcover,118,2023,2023,,2023/03/03,"to-read, up-next","to-read (#154), up-next (#10)",to-read,,,,0,0
1627,Brokeback Mountain,Annie Proulx,"Proulx, Annie",,"=""0743271327""","=""9780743271325""",5,3.99,Scribner,Paperback,55,2005,1997,2024/04/07,2023/10/19,,,read,augh.,,,1,0
182484360,The Reappearance of Rachel Price,Holly  Jackson,"Jackson, Holly",,"=""0593374207""","=""9780593374207""",0,4.18,Delacorte Press,Hardcover,448,2024,2024,,2024/04/07,to-read,to-read (#799),to-read,,,,0,0
195791008,"Foul Days (The Witch's Compendium of Monsters, #1)",Genoveva Dimova,"Dimova, Genoveva",,"=""1250877318""","=""9781250877314""",0,4.55,Tor Books,Paperback,352,2024,2024,,2024/04/05,to-read,to-read (#798),to-read,,,,0,0
124932739,I Hope This Doesn't Find You,Ann Liang,"Liang, Ann",,"=""1338827154""","=""9781338827156""",0,4.21,Scholastic Press,Hardcover,320,2024,2024,,2024/04/05,to-read,to-read (#797),to-read,,,,0,0
201785804,The Girl with No Reflection,Keshe Chow,"Chow, Keshe",,"=""0593707524""","=""9780593707524""",0,4.29,Delacorte Press,Kindle Edition,,2024,2024,,2024/04/03,to-read,to-read (#796),to-read,,,,0,0
56218357,"Karolina Dalca, Dark Eyes",M.R. Noble,"Noble, M.R.",,"=""1509232788""","=""9781509232789""",0,4.26,Wild Rose Press,Paperback,280,2020,2020,,2023/05/10,to-read,to-read (#217),to-read,,,,0,0
62991463,"The Six Deaths of the Saint (Into Shadow, #3)",Alix E. Harrow,"Harrow, Alix E.",,"=""166250957X""","=""9781662509575""",4,4.33,Amazon Original Stories,Kindle Edition,36,2022,2022,2024/04/03,2023/02/25,,,read,"Really good, but I feel like the ending was a bit too predictable after reading halfway through. Otherwise, would’ve rated it higher. 4.25 stars.",,,1,0
60743324,"The Cheat Code (Wisdom Revolution, #3)",Misba,"Misba, Misba",,"=""""","=""9789843542830""",0,4.60,Nomad's Forge,Hardcover,320,2023,,,2022/12/22,to-read,to-read (#49),to-read,,,,0,0
48654,"Story: Substance, Structure, Style, and the Principles of Screenwriting",Robert McKee,"McKee, Robert",,"=""0060391685""","=""9780060391683""",0,4.28,ReganBooks,Hardcover,466,1997,1997,,2024/04/02,to-read,to-read (#795),to-read,,,,0,0
203114028,Colors of Immortality (Colors of Immortality #1),J.M.  Muller,"Muller, J.M.",,"=""""","=""""",0,4.12,,Kindle Edition,302,2023,2016,,2024/04/02,to-read,to-read (#794),to-read,,,,0,0
59443700,"The Oldest Dance (Wisdom Revolution, #2)",Misba,"Misba, Misba",,"=""""","=""""",4,4.58,Nomad's Forge,Kindle Edition,302,2021,2021,2022/12/22,2022/12/21,,,read,"While this series is rather confusing at times, I don’t mind simply because it makes me more interested in it. This book definitely improves upon the issues I had with the first book– a much better length. <br/><br/>I really love Kusha’s character– having an MC who stutters and is truly awkward in this day and age is something I don’t see often. I really find her quirks endearing. The conflict that builds with the other POV characters is fun to watch, and seeing Kusha get mixed up in the whole ordeal while trying to do things like a cosplay contest is extremely entertaining. This has a very unique world, plot, and characters. Can’t wait to read the next book! 4.25 stars.",,,1,0
